5,1,カイリュー
5,2,ハバタクカミ
5,3,ディンルー
5,4,パオジアン
5,5,サーフゴー
5,6,イーユイ
5,7,テツノドクガ
5,8,テツノツツミ
5,9,コノヨザル
5,10,マリルリ
5,11,セグレイブ
5,12,チオンジェン
5,13,ハッサム
5,14,ミミッキュ
5,15,ヘイラッシャ
5,16,ロトム
5,17,キノガッサ
5,18,アーマーガア
5,19,マスカーニャ
5,20,キョジオーン
5,21,ガブリアス
5,22,キラフロル
5,23,ジバコイル
5,24,ドドゲザン
5,25,テツノカイナ
5,26,イダイナキバ
5,27,イルカマン
5,28,ウルガモス
5,29,ドラパルト
5,30,モロバレル
5,31,ラウドボーン
5,32,ドヒドイデ
5,33,ニンフィア
5,34,テツノブジン
5,35,トドロクツキ
5,36,ドオー
5,37,エルレイド
5,38,ウェーニバル
5,39,ソウブレイズ
5,40,ウインディ
5,41,カバルドン
5,42,デカヌチャン
5,43,クエスパトラ
5,44,ギャラドス
5,45,サザンドラ
5,46,サーナイト
5,47,チヲハウハネ
5,48,パーモット
5,49,バンギラス
5,50,パルシェン
5,51,ハリテヤマ
5,52,オーロンゲ
5,53,ロトム
5,54,ハラバリー
5,55,オリーヴァ
5,56,ボーマンダ
5,57,エーフィ
5,58,ブラッキー
5,59,グレンアルマ
5,60,ブリムオン
5,61,ルカリオ
5,62,ヌメルゴン
5,63,ゲンガー
5,64,ハピナス
5,65,コータス
5,66,ルガルガン
5,67,サケブシッポ
5,68,アラブルタケ
5,69,オノノクス
5,70,ペリッパー
5,71,クレベース
5,72,スナノケガワ
5,73,テツノワダチ
5,74,エクスレッグ
5,75,イッカネズミ
5,76,ユキノオー
5,77,ミミズズ
5,78,ケンタロス
5,79,フォレトス
5,80,シャワーズ
5,81,ケンタロス
5,82,トリトドン
5,83,ファイアロー
5,84,アマージョ
5,85,バンバドロ
5,86,ドンファン
5,87,ラッキー
5,88,テツノイバラ
5,89,ルチャブル
5,90,フワライド
5,91,モスノウ
5,92,ゾロアーク
5,93,エンニュート
5,94,ドータクン
5,95,ロトム
5,96,ムクホーク
5,97,ブロスター
5,98,ゴチルゼル
5,99,ポットデス
5,100,ブロロローム
5,101,ベトベトン
5,102,サンダース
5,103,リーフィア
5,104,メタモン
5,105,ヘラクロス
5,106,ノココッチ
5,107,ハカドッグ
5,108,グレイシア
5,109,カラミンゴ
5,110,ヤミラミ
5,111,テツノコウベ
5,112,クレッフィ
5,113,アメモース
5,114,リククラゲ
5,115,タギングル
5,116,シビルドン
5,117,タイカイデン
5,118,フラージェス
5,119,チャーレム
5,120,リキキリン
5,121,タルップル
5,122,ママンボウ
5,123,ドラミドロ
5,124,ハルクジラ
5,125,ワタッコ
5,126,ビビヨン
5,127,ストリンダー
5,128,オンバーン
5,129,スコヴィラン
5,130,イエッサン
5,131,ヘルガー
5,132,ヤドラン
5,133,トロピウス
5,134,ワナイダー
5,135,ヤドキング
5,136,ブースター
5,137,オニゴーリ
5,138,ストリンダー
5,139,モトトカゲ
5,140,リングマ
5,141,ミカルゲ
5,142,フローゼル
5,143,チルタリス
5,144,バウッツェル
5,145,ワルビアル
5,146,ドクロッグ
5,147,イエッサン
5,148,カマスジョー
5,149,レントラー
5,150,アノホラグサ
